"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
2450,"austin","MLS# 5657804 - Built by Dream Finders Homes - October completion! ~ Our most popular plan, the Avalon, is brilliantly designed featuring a wide-open living and kitchen area, huge center island, bay windows in the Master bedroom, gas fireplace, tray ceiling in the living area and so much more.  Two closets for your Master bedroom, walk-in pantry, separate room for laundry, and a 3-car garage accommodate the space you need!  This home will not last long!!","Single Family",30.161039352417,-97.715950012207,0,FALSE,2017,0,6969,3.66666666666667,12,3,4
2451,"austin","Coming Soon! HOME ON TWO LOTS ! This home is located on two lots with potential for duplex build. Located in up coming 78741 ! Home will be on the market in early November. Call 512-773-5735 for more information","Single Family",30.2352447509766,-97.6958999633789,4,FALSE,1946,0,9757,3.33333333333333,11,1,3
2452,"austin","12441 Granton Cv, Austin, TX 78754 is a single family home that contains 1,429 sq ft and was built in 2006. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3719577789307,-97.614387512207,0,FALSE,2006,0,6272,4.33333333333333,12,2,3
2453,"austin","Awe-inspiring views of Lake Austin & the rolling hills. Award winning contemporary design set amongst verdant trees. Published in Texas Homes,the AAS & participant in the 1994 AIA Tour this residence was designed by the renowned, late architect Alan Y. Taniguchi. Modern styling & private setting are complimented by sleek finishes. Lake views from major rooms, windowed elevator, viewing tower, decks, designated guest quarters & room for a pool (plan attached). Aerial video tour & narrated tour available.","Single Family",30.3555641174316,-97.8540954589844,3,FALSE,1980,2,101494.8,7,16,4,4
2454,"austin","2 Story South Austin beauty situated on a sprawling, shaded lot with established trees~This bright & spacious home contains unique features with an extensive list of nonstandard upgrades~Expansive master suite with luxurious updated bathroom & a free-standing tub~SS appliances in kitchen & ample storage space in garage~Nest thermostat~Enjoy a large covered patio & balcony overlooking a shaded backyard which contains a backyard STUDIO space with electricity~This charming home is a must see!","Single Family",30.1976470947266,-97.8168106079102,2,FALSE,1981,0,9757,4,13,3,3
2455,"austin","7812 Meloncon Cv, Austin, TX 78735 is a single family home that contains 4,128 sq ft and was built in 2007. It contains 4 bedrooms and 4 bathrooms. 
 
","Single Family",30.2506713867188,-97.8774719238281,0,FALSE,2007,0,19166.4,6,17,4,4
2456,"austin","Looking for that central Austin home sub 350k fully updated? Found it! Extensive remodel in this 1961 Wooten Park gem. Entire plumbing system replaced from the water lines to main drain line and tankless H2O heater. Since July '16 roof install, bamboo floors, quartz countertops, glass subway tile, entire HVAC system with ducts, , new fixtures and cabinetry, paint inside-out, can lighting and new appliance package, new sod. All of this plus a hip Austin hood near Burnet/Anderson/Crestview shopping and food","Single Family",30.356351852417,-97.7182769775391,0,FALSE,1961,0,7927,4,14,1,3
2457,"austin","7605 Uray Dr, Austin, TX 78724 is a single family home that contains 1,665 sq ft and was built in 2017. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.3157691955566,-97.6534576416016,2,FALSE,2017,2,4748,3.66666666666667,14,3,3
2458,"austin","4404 Flagstaff Dr, Austin, TX 78759 is a single family home that contains 3,092 sq ft and was built in 1979. It contains 5 bedrooms and 4 bathrooms. 
 
","Single Family",30.4080333709717,-97.7359008789062,0,FALSE,1979,0,13503.6,6.66666666666667,15,4,5
2459,"austin","Beautifully updated home nestled on an expansive tree-shaded lot in the highly sought after South Austin Community! Upgrades include new laminate, tile, and carpet throughout, new fixtures and vanities, designer paint colors, granite countertops, stainless steel appliances and much more! Offering a bright and open floor-plan, ideal for entertaining! Large private back yard, new hardie siding, exterior paint, and windows! Quick access to shopping, dining, entertaining, Mopac and downtown Austin.","Single Family",30.2107830047607,-97.8483581542969,4,FALSE,1983,0,6141,4.66666666666667,14,3,3
2460,"austin","Please give 1-hour notice. Beautiful Single Story, 3 Bedroom, 2 Bath Home in a desirable location in North Austin. Spacious Living Area with Laminate Wood Floors throughout with tile in bathrooms. Private Backyard with Covered Deck & 1 Car Garage. Great location with Easy Access to IH-35!","Single Family",30.3644828796387,-97.6901092529297,0,FALSE,1972,1,6708,4.66666666666667,14,2,3
2461,"austin","5201 Branding Chase St, Austin, TX 78727 is a single family home that contains 1,967 sq ft and was built in 1976. It contains 4 bedrooms and 2 bathrooms. 
 
","Single Family",30.4233493804932,-97.7362442016602,0,FALSE,1976,0,35283.6,6.66666666666667,15,2,4
2462,"austin","Beautiful, NEW 4 bedroom home office/game room on cul-de-sac in desirable 78704! Contemporary, energy efficient, new construction with open floor plan, Andersen windows, custom cabinetry, silestone countertops, top-of-the-line Bosch stainless steel appliances, tankless water heater, recessed LED lighting, wood and tile flooring throughout, wired for security system and much more! Estimated completion is December 2019.","Single Family",30.233585357666,-97.7718124389648,2,FALSE,2019,0,7448,3,14,3,4
2463,"austin","7800 Tusman Dr, Austin, TX 78735 is a single family home that contains 2,829 sq ft and was built in 2009. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.251070022583,-97.8781661987305,0,FALSE,2009,0,11325.6,6,17,3,3
2464,"austin","Beautifully updated Village at Western Oaks home*Desirable floor plan w/master downstairs & large game room upstairs*Hardwood floors*Updated 42""cabinetry, granite counters, stainless steel appliances, slide out pantry shelves & large bar in kitchen*Pre-wired for surround sound*Updated secondary bathrooms*Master closet w/ organization storage system*Upgraded attic insulation, radiant barrier spray & solar powered attic fan*Covered patio w/ slate tile floor and ceiling fan; extended slate tile patio & deck","Single Family",30.2075939178467,-97.8760070800781,2,FALSE,1999,0,6011,9,18,3,4
2465,"austin","Gorgeous five bedroom home in Belterra with impressive entrance, high ceilings and so much more! Master en-suite with dual vanity, jetted tub and walk in closet plus guest bedroom/bath down, office, formal dining, island kitchen with stainless appliances and open to family. Huge laundry and pantry! Spacious upstairs bonus room. There are 3 additional bedrooms and 2 baths upstairs as well. Covered back deck overlooks the spacious back yard and gazebo. Within walking distance to the elementary school, pools, walking trails and sports court.","Single Family",30.1950397491455,-97.9850769042969,0,FALSE,2004,1,9583,6,16,4,5
2466,"austin","I have an fabulous 2,004 sq. ft. home for rent. It is a two-story, 3 bedroom, 2.5 bath on a large lot. It's got brand new stainless appliances, new paint, new carpet in the bedrooms, new tile in the laundry room and down stairs bath, and new laminate wood floors and stairs. The master bedroom is huge! The other two bedrooms are very large as well. All bedrooms are upstairs. The floor plan is really nice. There is a 2 car garage, two storage sheds in the back yard, and an attic for storage. One of sheds is very large with a loft and could be used an as office, hang out shed or a jam room or recording studio. The address is 7603 Gaines Mill Lane, 78745. This is a neighborhood that is predominately home owners. It is a great location and a really great home. You are welcome to e-mail me with questions, or drive by to check it out. Thanks for your interest. It will be ready very soon!

lease term is negotiable","Single Family",30.1980037689209,-97.8138275146484,4,FALSE,1980,0,9378,4,13,3,3
2467,"austin","Sitting on a heavily-treed lot, in a quiet cul-de-sac, this traditional home has room for everyone, yet still feels cozy & comfortable. It has the perfect floorplan for everyday living & special entertaining. The remodeled kitchen, breakfast room, & family room look out to the big, landscaped backyard with mature trees providing summer shade. All bedrooms are upstairs, along with the well-placed laundry closet. The master bedroom has a balcony, large walk-in closet, & elegant, remodeled bath. Located in now-central Austin, close to the best amenities Austin offers: fun restaurants, popular schools, 1 mile to Bright Leaf Nature Preserve, 8 Miles to Downtown, 10 miles to The Domain, 13 miles to Lakeway.","Single Family",30.3420562744141,-97.7762145996094,0,FALSE,1993,3,10236,7,16,3,4
2468,"austin","RECENTLY RENOVATED HOME IN _put neighborhood name__. SOME UPDATES INCLUDE NEW FLOORING, NEW COUNTER TOPS, A FRESH COAT OF PAINT, AND SO MUCH MORE. HOME OFFERS AN OPEN LAYOUT WITH INVITING COLORS. LARGE BACKYARD PERFECT FOR ENTERTAINING.","Single Family",30.451545715332,-97.6764984130859,2,TRUE,1992,1,7318,5.33333333333333,14,2,3
2469,"austin","Charming two-story in the highly sought-after Maple Run that backs to GREEN SPACE! Open-concept living space filled with natural light greets you from the entryway. Fireplace in the formal living room creating a cozy atmosphere throughout the home. Master-suite w/ double vanities, soaking tub, separate shower, & a walk in closet. Enjoy the large, wooded, privately fenced backyard and the covered patio for outdoor living and entertaining! Many upgrades throughout including a New Roof in 2019!","Single Family",30.2002773284912,-97.8496246337891,0,FALSE,1987,2,5950,6.66666666666667,16,2.5,5
2470,"austin","Southwest Austin/Shady Hollow Austin unicorn. .4 acres, pool, cul-de-sac, private back yard setting. Beautifully remodeled. Since 9/2017, windows, floors, paint, appliances, bathrooms, new pool plaster, and the list goes on. This will not disappoint. Large 500+ s.f. game room/4th bedroom upstairs with half bath and wet bar. HUGE laundry room with powder room servicing guests and pool users. It could be an office, separate living quarters, game room, man cave, etc. Not in Austin City Limits. A must see","Single Family",30.1672382354736,-97.8591003417969,0,FALSE,1981,0,18730.8,7.33333333333333,17,4,4
2471,"austin","1304 Blakeney Ln, Austin, TX 78753 is a single family home that contains 1,024 sq ft and was built in 1982. It contains 3 bedrooms and 1 bathroom. 
 
","Single Family",30.3850288391113,-97.6585922241211,0,FALSE,1982,0,5662,3.66666666666667,13,1,3
2472,"austin","Beautiful move-in ready home in 78753! Fully remodeled in 2014, this home offers a bright and open layout with neutral color tones, new hardwoods/carpet/kitchen tile in 2019, a free-standing wood burning fireplace, and a fully upgraded kitchen. Over-sized master suite with awesome lighting includes a lovely dual vanity master bath with walk-in shower and custom walk-in closet. Beautiful .25+ acre treed lot with a private backyard and extended patio. Just 4 miles to the Domain, minutes from Walnut Creek Park, hike/bike trails, and I35/183.","Single Family",30.3815593719482,-97.6759948730469,0,FALSE,1959,2,11761.2,3.33333333333333,14,2,2
